Order ID,Order Date,Customer ID,Category,Sub-Category,Product Name,Sales,Profit
CA-2016-166240,24-06-2016,DH-13075,Office Supplies,Appliances,Holmes HEPA Air Purifier,8.712,-19.602
CA-2016-158435,17-05-2016,AG-10900,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,18.8993
CA-2016-158435,17-05-2016,AG-10900,Office Supplies,Labels,Avery 519,14.62,6.8714
CA-2016-158435,17-05-2016,AG-10900,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,17.324
CA-2017-138149,29-06-2017,WB-21850,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,302.373
CA-2017-138149,29-06-2017,WB-21850,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,39.213
CA-2017-138149,29-06-2017,WB-21850,Office Supplies,Art,Newell 328,11.68,3.0368
CA-2017-138149,29-06-2017,WB-21850,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,22.4316
CA-2014-112403,31-03-2014,JO-15280,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,-0.5964
CA-2014-108273,16-12-2014,EJ-13720,Office Supplies,Paper,Xerox 224,36.288,12.7008
CA-2014-108273,16-12-2014,EJ-13720,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,-74.9526
CA-2017-121643,18-05-2017,AB-10105,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,38.7792
US-2015-122910,12-05-2015,LT-16765,Technology,Phones,VTech DS6151,201.584,20.1584
CA-2017-143126,03-12-2017,CM-12655,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,88.7332
CA-2015-129042,12-12-2015,EM-13960,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,2.2194
CA-2015-109736,10-10-2015,DJ-13420,Office Supplies,Paper,Xerox 1894,45.36,21.7728
CA-2015-142601,18-04-2015,DE-13255,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,9.4717
CA-2015-142601,18-04-2015,DE-13255,Office Supplies,Paper,Xerox 19,61.96,27.882
CA-2014-106229,07-06-2014,NR-18550,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,-209.7693
US-2017-135230,01-09-2017,CK-12325,Office Supplies,Art,Staples in misc. colors,7.58,2.9562
CA-2016-159653,22-05-2016,JF-15490,Office Supplies,Labels,Avery 493,14.73,7.2177
CA-2016-131968,11-11-2016,LB-16795,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,-6.9216
CA-2016-131968,11-11-2016,LB-16795,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,50.3658
CA-2014-119151,25-11-2014,MP-18175,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,55.896
CA-2014-119151,25-11-2014,MP-18175,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,-37.9434
CA-2014-123323,07-11-2014,LH-16900,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.144,46.179
CA-2016-124681,18-07-2016,SV-20935,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.576,3.3099
US-2015-103996,29-03-2015,RB-19435,Office Supplies,Paper,Xerox 1880,212.64,99.9408
US-2015-103996,29-03-2015,RB-19435,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,4.5402
US-2015-103996,29-03-2015,RB-19435,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,20.7675
US-2015-103996,29-03-2015,RB-19435,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,9.5616
CA-2016-120530,07-04-2016,Dl-13600,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,146.388
CA-2015-155054,13-06-2015,PS-19045,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,3.8822
CA-2015-155054,13-06-2015,PS-19045,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,13.428
CA-2015-155054,13-06-2015,PS-19045,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,14.9556
CA-2015-105725,18-02-2015,GT-14755,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,28.0876
CA-2015-105725,18-02-2015,GT-14755,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,-0.8886
CA-2017-164364,12-11-2017,CS-12355,Office Supplies,Labels,Avery 483,9.96,4.5816
CA-2017-164364,12-11-2017,CS-12355,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,2.3025
CA-2017-164364,12-11-2017,CS-12355,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,8.0997
CA-2017-168123,05-03-2017,JD-16060,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2.528
CA-2017-168123,05-03-2017,JD-16060,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,57.5016
CA-2017-168123,05-03-2017,JD-16060,Office Supplies,Binders,GBC ProClick Punch Binding System,127.96,62.7004
CA-2017-168123,05-03-2017,JD-16060,Office Supplies,Binders,Avery Hole Reinforcements,18.69,9.1581
CA-2016-120005,03-03-2016,TS-21160,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,7.605
CA-2016-120005,03-03-2016,TS-21160,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,11.9952
CA-2016-123526,24-12-2016,BV-11245,Office Supplies,Paper,Xerox 1898,33.4,16.032
CA-2016-127649,07-10-2016,DL-13495,Technology,Machines,Okidata C331dn Printer,837.6,62.82
CA-2016-159989,09-12-2016,EB-13870,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,-9.153
CA-2017-103499,20-11-2017,ES-14020,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,209.568,-23.5764
US-2015-167220,12-12-2015,JB-15925,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22.368,6.4308
CA-2017-126354,03-02-2017,SC-20380,Office Supplies,Binders,GBC Instant Report Kit,3.882,-2.588
CA-2017-126354,03-02-2017,SC-20380,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,40.3536
CA-2017-169817,21-09-2017,EB-13870,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,-1.5264
US-2017-144582,30-04-2017,TC-21475,Office Supplies,Binders,GBC Linen Binding Covers,43.372,-69.3952
CA-2014-121573,03-11-2014,SG-20605,Technology,Phones,Panasonic KX-TG9471B,783.96,219.5088
CA-2014-121573,03-11-2014,SG-20605,Office Supplies,Binders,Surelock Post Binders,48.896,18.336
CA-2014-121573,03-11-2014,SG-20605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.856,2.8478
CA-2016-117660,30-12-2016,BM-11785,Office Supplies,Labels,Avery 487,5.904,1.9926
CA-2016-117660,30-12-2016,BM-11785,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,1.0284
CA-2014-112851,17-09-2014,NR-18550,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,85.9818
CA-2017-123701,24-11-2017,PG-18820,Office Supplies,Art,BIC Liqua Brite Liner,27.76,9.9936
CA-2015-118227,24-04-2015,DB-13270,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371
CA-2015-123155,09-03-2015,NS-18640,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,29.799
CA-2015-123155,09-03-2015,NS-18640,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,22.4925
CA-2017-158883,02-06-2017,CS-11860,Office Supplies,Paper,Things To Do Today Spiral Book,25.344,9.1872
US-2016-114888,19-09-2016,CC-12430,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,4.1832
US-2016-114888,19-09-2016,CC-12430,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,1.872
US-2014-167262,31-10-2014,AC-10450,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,83.5128
CA-2017-119746,23-11-2017,CM-12385,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.464,-4.04
CA-2017-119746,23-11-2017,CM-12385,Office Supplies,Labels,Avery File Folder Labels,11.52,4.176
CA-2017-119746,23-11-2017,CM-12385,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,16.6788
CA-2017-108091,16-11-2017,EK-13795,Office Supplies,Art,Newell 328,23.36,6.0736
CA-2016-101630,19-02-2016,CK-12760,Office Supplies,Labels,Staple-on labels,8.67,4.0749
CA-2016-101630,19-02-2016,CK-12760,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,6.6846
CA-2017-132346,07-11-2017,PK-19075,Office Supplies,Appliances,Holmes Odor Grabber,100.94,33.3102
CA-2014-150301,08-07-2014,MH-18025,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,10.647
CA-2014-159310,07-11-2014,SC-20725,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,0
CA-2014-159310,07-11-2014,SC-20725,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.476,-2.214
CA-2014-159310,07-11-2014,SC-20725,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.712,3.5623
US-2017-147984,28-01-2017,GB-14575,Office Supplies,Paper,Xerox 1934,279.9,137.151
CA-2015-104346,11-12-2015,IM-15070,Office Supplies,Art,Newell 313,13.12,1.148
CA-2015-104346,11-12-2015,IM-15070,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,-143.7904
CA-2015-104346,11-12-2015,IM-15070,Office Supplies,Art,Newell 326,4.224,0.4752
CA-2015-104346,11-12-2015,IM-15070,Technology,Accessories,Logitech Keyboard K120,58.08,-6.534
CA-2015-104346,11-12-2015,IM-15070,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,15.0696
CA-2015-104346,11-12-2015,IM-15070,Furniture,Furnishings,DAX Wood Document Frame,54.92,10.984
CA-2015-104346,11-12-2015,IM-15070,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,-248.166
CA-2015-104346,11-12-2015,IM-15070,Office Supplies,Paper,Xerox 1932,85.056,28.7064
CA-2015-104346,11-12-2015,IM-15070,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,9.6936
US-2015-141684,29-06-2015,MM-18055,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",24.96,11.232
CA-2015-144722,16-03-2015,MF-18250,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,18.1146
CA-2015-120516,13-08-2015,CK-12595,Office Supplies,Binders,3-ring staple pack,5.64,2.7072
US-2016-148901,14-05-2016,MK-17905,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,-44.1462
US-2016-148901,14-05-2016,MK-17905,Office Supplies,Paper,Xerox 23,31.104,10.8864
US-2016-148901,14-05-2016,MK-17905,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,8.3028
US-2016-148901,14-05-2016,MK-17905,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4.36
US-2016-148901,14-05-2016,MK-17905,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,0.4172
US-2016-148901,14-05-2016,MK-17905,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,-7.612
US-2016-148901,14-05-2016,MK-17905,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,-9.8208
CA-2017-136364,13-07-2017,MH-17455,Technology,Phones,Cisco SPA508G,39.594,-7.2589
CA-2017-136364,13-07-2017,MH-17455,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,19.3392
CA-2015-137708,22-11-2015,NG-18430,Office Supplies,Paper,Xerox 1887,37.94,18.2112
CA-2015-137708,22-11-2015,NG-18430,Office Supplies,Paper,Xerox 1971,42.8,19.26
CA-2015-137708,22-11-2015,NG-18430,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,10.089
CA-2014-149055,23-11-2014,PB-19210,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808,21.1977
CA-2015-151589,27-12-2015,RE-19450,Office Supplies,Paper,Xerox 1917,195.64,91.9508
CA-2015-151589,27-12-2015,RE-19450,Technology,Phones,Cisco SPA 502G IP Phone,239.9,71.97
CA-2016-121370,14-11-2016,EB-14110,Furniture,Chairs,Global Ergonomic Managers Chair,380.058,-21.7176
CA-2016-121370,14-11-2016,EB-14110,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,179.9964
CA-2016-121370,14-11-2016,EB-14110,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,9.7152
CA-2016-111696,08-05-2016,TB-21625,Office Supplies,Paper,Xerox 1920,17.94,8.073
CA-2014-139598,26-12-2014,MG-17695,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,6.1641
CA-2014-139598,26-12-2014,MG-17695,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,5.6316
CA-2014-139598,26-12-2014,MG-17695,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,8.1552
CA-2014-139598,26-12-2014,MG-17695,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,-42.588
CA-2017-117436,08-06-2017,LW-17125,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,5.0764
CA-2015-140025,07-04-2015,PF-19120,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,-1181.2824
CA-2015-140025,07-04-2015,PF-19120,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,47.994
CA-2016-134222,10-07-2016,NZ-18565,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,-35.8848
CA-2016-140018,21-11-2016,CK-12205,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,-24.276
CA-2016-140018,21-11-2016,CK-12205,Furniture,Chairs,"Global Value Steno Chair, Gray",127.554,-9.111
CA-2016-140018,21-11-2016,CK-12205,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,15.5904
US-2017-136707,12-11-2017,JE-15610,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4.9056
CA-2014-152562,01-11-2014,JO-15145,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,19.4656
CA-2014-152562,01-11-2014,JO-15145,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,1.6356
CA-2016-152408,15-05-2016,TT-21220,Office Supplies,Binders,Binder Posts,13.776,4.4772
CA-2014-120278,07-11-2014,MS-17365,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,68.8464
CA-2014-120278,07-11-2014,MS-17365,Office Supplies,Storage,Portable Personal File Box,36.63,9.8901
CA-2014-120278,07-11-2014,MS-17365,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,5.8708
CA-2014-120278,07-11-2014,MS-17365,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,5.8233
CA-2017-167661,05-10-2017,MP-18175,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,13.473
CA-2017-167661,05-10-2017,MP-18175,Office Supplies,Paper,Xerox 1951,61.96,27.882
CA-2017-167661,05-10-2017,MP-18175,Office Supplies,Binders,Avery Hole Reinforcements,19.936,7.2268
CA-2017-106831,01-06-2017,FH-14350,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,-2.6586
CA-2017-106831,01-06-2017,FH-14350,Office Supplies,Paper,Xerox 1924,27.744,10.0572
CA-2017-106831,01-06-2017,FH-14350,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,-34.3148
CA-2017-154123,20-11-2017,SC-20050,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,11.5836
CA-2016-136049,23-12-2016,NM-18520,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,-4.0722
CA-2017-118402,29-09-2017,JO-15280,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,243.92,-54.882
US-2016-139388,07-11-2016,CC-12475,Office Supplies,Fasteners,Rubber Band Ball,14.96,0.2992
US-2014-128685,04-04-2014,MZ-17515,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2.245
CA-2015-124044,23-07-2015,MS-17830,Office Supplies,Binders,Acco 3-Hole Punch,10.512,3.6792
CA-2014-164469,25-06-2014,GK-14620,Technology,Phones,Plantronics 81402,263.96,19.797
CA-2014-164469,25-06-2014,GK-14620,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,17.908
CA-2014-164469,25-06-2014,GK-14620,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,0.8162
CA-2014-107818,08-09-2014,MC-17275,Office Supplies,Art,Prang Colored Pencils,5.88,2.646
CA-2014-107818,08-09-2014,MC-17275,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,121.99
CA-2014-107818,08-09-2014,MC-17275,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,91.152
CA-2014-107818,08-09-2014,MC-17275,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,19.4352
CA-2014-113320,12-12-2014,LH-17155,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,4.5144
CA-2014-113320,12-12-2014,LH-17155,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,0.6258
CA-2014-113320,12-12-2014,LH-17155,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,4.4352
CA-2015-137526,13-01-2015,PB-19150,Office Supplies,Binders,Binding Machine Supplies,70.008,24.5028
CA-2015-137526,13-01-2015,PB-19150,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,38.024
CA-2015-137526,13-01-2015,PB-19150,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,92.97
CA-2017-136063,15-12-2017,SS-20140,Office Supplies,Art,Newell 307,10.192,1.0192
CA-2016-101546,18-12-2016,GK-14620,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,843.1706
CA-2014-138940,11-04-2014,GM-14455,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,265.4232
CA-2016-125164,10-11-2016,SH-19975,Office Supplies,Binders,Canvas Sectional Post Binders,20.368,7.3834
CA-2016-125164,10-11-2016,SH-19975,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,16.8237
CA-2017-163531,26-06-2017,SC-20725,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,67.1916
CA-2017-122490,13-11-2017,TT-21070,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,150.294
CA-2017-122490,13-11-2017,TT-21070,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,190.0206
CA-2017-122490,13-11-2017,TT-21070,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,10.3473
CA-2017-122490,13-11-2017,TT-21070,Office Supplies,Labels,Avery File Folder Labels,8.64,4.2336
CA-2017-131366,24-11-2017,SC-20440,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.988,-14.998
CA-2017-131366,24-11-2017,SC-20440,Office Supplies,Paper,Xerox 1919,229.544,83.2097
CA-2017-164042,23-05-2017,KL-16645,Office Supplies,Fasteners,OIC Thumb-Tacks,1.824,0.6156
CA-2017-164042,23-05-2017,KL-16645,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,-46.716
CA-2017-164042,23-05-2017,KL-16645,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,-11.5938
CA-2017-164042,23-05-2017,KL-16645,Office Supplies,Binders,Storex Dura Pro Binders,1.188,-1.9602
CA-2014-132864,02-12-2014,KN-16390,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,29.95
US-2014-155817,03-10-2014,SL-20155,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,4.6176
US-2014-155817,03-10-2014,SL-20155,Office Supplies,Art,DIXON Oriole Pencils,6.192,0.4644
US-2016-131891,29-07-2016,PW-19240,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,-1.476
CA-2017-143567,02-11-2017,TB-21175,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2.6068
CA-2017-143567,02-11-2017,TB-21175,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,292.776
CA-2017-143567,02-11-2017,TB-21175,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,517.4793
CA-2017-143567,02-11-2017,TB-21175,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,16.7776
CA-2017-104080,08-03-2017,AH-10210,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,64.2
CA-2017-104080,08-03-2017,AH-10210,Office Supplies,Art,Newell 323,3.36,0.8736
CA-2014-151379,16-12-2014,SC-20695,Office Supplies,Paper,Xerox 1929,114.2,52.532
CA-2016-163167,28-11-2016,RF-19345,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,52.9743
CA-2016-163167,28-11-2016,RF-19345,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6.102
CA-2016-163167,28-11-2016,RF-19345,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,56.301
CA-2016-163167,28-11-2016,RF-19345,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,315.825
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Art,Newell 317,8.82,2.5578
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,18.2112
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,1.176
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.28,2.2728
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Paper,Xerox 1911,47.9,22.992
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Envelopes,Staple envelope,61.96,30.3604
CA-2016-135776,23-12-2016,EH-13765,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,55.896
US-2014-122021,15-10-2014,AC-10660,Furniture,Chairs,Global Italian Leather Office Chair,183.372,-7.8588
US-2014-122021,15-10-2014,AC-10660,Office Supplies,Paper,Xerox 1897,7.968,2.8884
CA-2016-130484,22-08-2016,SG-20470,Office Supplies,Binders,GBC Imprintable Covers,26.352,-18.4464
CA-2017-120936,17-12-2017,CA-12310,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,125.1432
CA-2017-120936,17-12-2017,CA-12310,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,3.6348
CA-2017-110884,07-03-2017,SH-20395,Office Supplies,Binders,3M Organizer Strips,25.92,9.072
CA-2017-110884,07-03-2017,SH-20395,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,42.1314
US-2014-161613,01-12-2014,MC-17605,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,-19.2588
US-2014-146353,14-10-2014,JE-15610,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,11.0016
US-2014-146353,14-10-2014,JE-15610,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,16.194
CA-2014-133809,18-11-2014,MS-17530,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,-8.6592
CA-2014-133809,18-11-2014,MS-17530,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,-2.0774
CA-2017-127306,14-01-2017,BH-11710,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,6.6468
CA-2017-127306,14-01-2017,BH-11710,Office Supplies,Paper,Xerox 1931,36.288,12.7008
CA-2017-127306,14-01-2017,BH-11710,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,6.999
CA-2017-127306,14-01-2017,BH-11710,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,-4.577
CA-2017-127306,14-01-2017,BH-11710,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,-1.8392
CA-2015-161830,24-09-2015,ME-17725,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,10.4284
CA-2015-161830,24-09-2015,ME-17725,Office Supplies,Binders,Avery Hole Reinforcements,14.952,5.4201
CA-2017-163125,09-10-2017,MB-17305,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,5.8751
CA-2017-163125,09-10-2017,MB-17305,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,-32.6646
CA-2016-160304,02-01-2016,BM-11575,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,38.2668
CA-2016-160304,02-01-2016,BM-11575,Technology,Phones,GE 30522EE2,231.98,67.2742
CA-2017-101728,19-08-2017,SC-20575,Office Supplies,Binders,Binder Posts,2.296,-3.9032
CA-2017-114055,25-12-2017,MH-18115,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,46.1184
CA-2017-114055,25-12-2017,MH-18115,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,1.1946
CA-2017-114055,25-12-2017,MH-18115,Office Supplies,Paper,Xerox 1915,629.1,301.968
CA-2017-114055,25-12-2017,MH-18115,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,23.5248
CA-2017-126438,10-09-2017,AR-10345,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,3.72
CA-2017-117653,19-10-2017,MO-17500,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,-67.5435
CA-2017-143245,01-12-2017,AD-10180,Office Supplies,Paper,Xerox 214,19.44,9.3312
CA-2017-143245,01-12-2017,AD-10180,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,251.202
US-2014-138828,02-09-2014,KD-16345,Office Supplies,Art,Newell 324,57.75,16.17
US-2014-138828,02-09-2014,KD-16345,Office Supplies,Paper,Easy-staple paper,14.94,7.0218
CA-2017-143651,25-03-2017,FM-14215,Office Supplies,Art,Newell 309,23.1,6.93
CA-2015-106978,28-09-2015,ZC-21910,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,4.2309
